predicted,predictor,model,roi_type,fa_type,spillover,fold,rsquared_train,delta_rsquared_train,rsquared_test,delta_rsquared_test,loglik_train,delta_loglik_train,loglik_test,delta_loglik_test
DwellTime,SurprisalLeadingSpanning3,gpt2_k5,Leading,Spanning3,True,0_6,0.5160141530970798,0.022889529596578306,0.47873444039852975,-0.0018775766210907818,-5.316504601261344,0.023104751651066735,-5.323050441715904,-0.001804230304887966
DwellTime,SurprisalLeadingSpanning4,gpt2_k5,Leading,Spanning4,True,0_6,0.5148521451727008,0.02172752167219938,0.47601003389212326,-0.004601983127497267,-5.3177036189811435,0.021905733931267157,-5.325656897849275,-0.004410686438259148
DwellTime,SurprisalLeadingSpanning5,gpt2_k5,Leading,Spanning5,True,0_6,0.5137852774805345,0.020660653980033028,0.4779060066542731,-0.0027060103653474554,-5.318801940190997,0.020807412721413954,-5.323844447881862,-0.0025982364708454497
DwellTime,SurprisalLeadingSpanning6,gpt2_k5,Leading,Spanning6,True,0_6,0.5104508601112028,0.017326236610701318,0.4796157349476452,-0.0009962820719753296,-5.32221919151288,0.017390161399530868,-5.322204385067559,-0.0009581736565431598
DwellTime,SurprisalLeadingSpanning7,gpt2_k5,Leading,Spanning7,True,0_6,0.5085205803209978,0.015395956820496326,0.47717742360809634,-0.0034345934115241894,-5.324186802203108,0.015422550709303096,-5.324541712319379,-0.003295500908362392
DwellTime,SurprisalLeadingSpanningWhole,gpt2_k5,Leading,SpanningWhole,True,0_6,0.5127678010115604,0.01964317751105893,0.479349509571262,-0.0012625074483585408,-5.319847171129661,0.0197621817827498,-5.322460116570071,-0.001213905159055173
DwellTime,SurprisalTrailingDynamic7,gpt2_k5,Trailing,Dynamic7,True,0_6,0.5219720958375453,0.028847472337043878,0.48845625730836384,0.00784424028874331,-5.310311322933108,0.02929802997930242,-5.313637180201922,0.007609031209094397
DwellTime,SurprisalTrailingDynamic8,gpt2_k5,Trailing,Dynamic8,True,0_6,0.5250544472820611,0.03192982378155962,0.4944062470331616,0.013794230013541076,-5.307076854888675,0.03253249802373581,-5.307787373641787,0.01345883776922907
DwellTime,SurprisalTrailingFixed,gpt2_k5,Trailing,Fixed,True,0_6,0.5171385964317814,0.024013972931279937,0.4876760005099827,0.007063983490362191,-5.315341600755197,0.024267752157213884,-5.314399248306307,0.006846963104709225
DwellTime,SurprisalTrailingWhole,gpt2_k5,Trailing,Whole,True,0_6,0.5273450244276532,0.03422040092715173,0.4952419571598866,0.014629940140266084,-5.30465961097783,0.03494974193458056,-5.306960225790134,0.014285985620881902
DwellTime,SurprisalTrailingSpanning3,gpt2_k5,Trailing,Spanning3,True,0_6,0.5143933319266978,0.021268708426196326,0.47649476273170277,-0.00411725428791776,-5.318176254718957,0.021433098193453404,-5.3251941474017155,-0.003947935990699314
DwellTime,SurprisalTrailingSpanning4,gpt2_k5,Trailing,Spanning4,True,0_6,0.513321488106885,0.02019686460638359,0.4784242589035639,-0.0021877581160566484,-5.319278651707099,0.020330701205311996,-5.323347880553343,-0.0021016691423270117
DwellTime,SurprisalTrailingSpanning5,gpt2_k5,Trailing,Spanning5,True,0_6,0.5099986775297276,0.01687405402922615,0.4801555608445164,-0.0004564561751041474,-5.322680814094839,0.016928538817571948,-5.321685435779631,-0.0004392243686144326
DwellTime,SurprisalTrailingSpanning6,gpt2_k5,Trailing,Spanning6,True,0_6,0.5080779253836072,0.01495330188310573,0.47780332671795955,-0.0028086903016609766,-5.3246369285958925,0.01497242431651813,-5.323942772936299,-0.002696561525282526
DwellTime,SurprisalTrailingSpanning7,gpt2_k5,Trailing,Spanning7,True,0_6,0.5057626126618928,0.01263798916139136,0.4761491111920201,-0.00446290582760045,-5.326984740552486,0.012624612359924292,-5.3255241703457985,-0.004277958934782333
DwellTime,SurprisalTrailingSpanningWhole,gpt2_k5,Trailing,SpanningWhole,True,0_6,0.5115912313449422,0.018466607844440763,0.4804623468687387,-0.0001496701508818532,-5.321053117042146,0.018556235870264892,-5.321390273841198,-0.0001440624301816129
DwellTime,SurprisalLeadingAndTrailingDynamic7,gpt2_k5,LeadingAndTrailing,Dynamic7,True,0_6,0.5157982750436578,0.02267365154315637,0.4810833972534272,0.00047138023380666194,-5.316727572577309,0.022881780335101354,-5.320792221057248,0.0004539903537681411
DwellTime,SurprisalLeadingAndTrailingDynamic8,gpt2_k5,LeadingAndTrailing,Dynamic8,True,0_6,0.5214154297316199,0.02829080623111846,0.48572060033275355,0.005108583313133019,-5.310893236909392,0.028716116003018932,-5.316303978549323,0.004942232861693263
DwellTime,SurprisalLeadingAndTrailingFixed,gpt2_k5,LeadingAndTrailing,Fixed,True,0_6,0.5105380999636266,0.017413476463125188,0.47767090601936035,-0.002941111000260177,-5.322130081330156,0.017479271582254263,-5.324069548841172,-0.0028233374301560588
DwellTime,SurprisalLeadingAndTrailingWhole,gpt2_k5,LeadingAndTrailing,Whole,True,0_6,0.527150565251661,0.03402594175115958,0.49363108548068413,0.013019068461063599,-5.304865278108106,0.03474407480430486,-5.308553371962667,0.012692839448349424
DwellTime,SurprisalLeadingAndTrailingSpanning3,gpt2_k5,LeadingAndTrailing,Spanning3,True,0_6,0.5158546751358923,0.02273005163539088,0.4779432429157128,-0.002668774103907756,-5.316669328900821,0.022940024011589344,-5.32380878611421,-0.002562574703193654
