StimulusID,ContextLength,Region,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,FirstFixationDuration,FirstPassDuration,RightBoundedDuration,GoPastDuration
15,1,will,4,11.592715833116516,0.00282,-5.871018358571122,6.45,False,177.61904761904762,229.6190476190476,265.23809523809524,317.5238095238095
15,2,be,2,12.58821794831672,0.00617,-5.088056424857386,6.79,False,98.66666666666669,104.66666666666669,112.76190476190476,163.9047619047619
15,3,listening,9,8.07246736935477,4.57e-05,-9.993410071882701,4.66,False,193.3333333333333,233.3333333333333,264.4761904761905,341.42857142857144
15,4,for,3,12.770391641736165,0.0102,-4.58536754888799,7.01,False,191.9047619047619,208.3809523809524,289.23809523809524,498.0952380952381
15,5,sure.,5,10.934730650833384,0.000468,-7.667042048371437,5.67,True,141.42857142857142,161.61904761904762,332.85714285714283,848.6666666666666
16,1,felt,4,8.717845704894915,0.000135,-8.910235038785379,5.13,False,135.8139534883721,155.6279069767442,171.6279069767442,197.2093023255814
16,2,his,3,11.593251209508129,0.00324,-5.732181918313702,6.51,False,133.48837209302326,142.2325581395349,151.53488372093022,180.74418604651163
16,3,anger,5,6.898714534329987,2.63e-05,-10.545937816506415,4.42,False,153.02325581395348,165.30232558139534,165.30232558139534,187.53488372093025
16,4,build,5,7.804659297056101,0.00011,-9.115029283081363,5.04,False,253.2093023255814,341.1162790697674,407.8139534883721,567.8139534883721
16,5,up.,3,12.13977257377294,0.00245,-6.011667213609176,6.39,True,141.86046511627907,163.1627906976744,213.5813953488372,317.0232558139535
17,1,smiled,6,5.5254529391317835,7.24e-06,-11.83587553950734,3.86,False,158.0952380952381,173.33333333333334,198.1904761904762,224.28571428571428
17,2,at,2,12.008060634853567,0.00501,-5.296319343925284,6.7,False,42.47619047619048,45.42857142857143,45.42857142857143,59.42857142857143
17,3,his,3,11.593251209508129,0.00324,-5.732181918313702,6.51,False,127.04761904761904,146.0952380952381,149.14285714285714,180.28571428571428
17,4,little,6,11.208653199824544,0.000562,-7.4840085301346555,5.75,False,176.38095238095238,189.04761904761904,209.52380952380952,269.1428571428572
17,5,brother.,8,9.580592724328602,0.000129,-8.955697378409104,5.11,True,262.57142857142856,375.1428571428572,428.0,701.3333333333334
18,1,needed,6,8.480114183174816,0.000151,-8.798230058897913,5.18,False,169.42857142857142,257.04761904761904,266.6666666666667,289.04761904761904
18,2,putting,7,8.151044945685022,7.24e-05,-9.533302877358087,4.86,False,167.71428571428572,185.6190476190476,217.3333333333333,285.7142857142857
18,3,in,2,13.119246525062724,0.0186,-3.9845936928866372,7.27,False,94.57142857142856,98.47619047619048,115.52380952380952,154.1904761904762
18,4,his,3,11.593251209508129,0.00324,-5.732181918313702,6.51,False,170.47619047619048,177.14285714285714,203.52380952380952,369.7142857142857
18,5,place.,6,10.333189885008338,0.000513,-7.57523451786175,5.71,True,135.61904761904762,158.95238095238096,201.42857142857144,499.8095238095238
19,1,shouted,7,4.74493212836325,6.03e-06,-12.018746963614761,3.78,False,186.0952380952381,275.23809523809524,277.1428571428572,286.4761904761905
19,2,and,3,13.433927978319357,0.0257,-3.6612642831899125,7.41,False,107.04761904761904,107.04761904761904,107.04761904761904,110.57142857142856
19,3,the,3,14.222246857765809,0.0537,-2.9243422756051207,7.73,False,100.1904761904762,100.1904761904762,108.66666666666669,129.61904761904762
19,4,calling,7,8.750049421584238,9.12e-05,-9.302454564393361,4.96,False,197.8095238095238,261.9047619047619,276.7619047619048,317.8095238095238
19,5,ceased.,7,4.219507705176107,6.46e-06,-11.949865760413415,3.81,True,210.66666666666663,257.42857142857144,489.3333333333333,889.047619047619
20,1,uses,4,6.656726524178391,7.59e-05,-9.486092556040502,4.88,False,180.09756097560975,252.2926829268293,281.5609756097561,303.4146341463415
20,2,his,3,11.593251209508129,0.00324,-5.732181918313702,6.51,False,142.9268292682927,160.09756097560975,173.7560975609756,238.8292682926829
20,3,belt,4,7.124478262493424,2.63e-05,-10.545937816506415,4.42,False,163.90243902439025,180.0,200.2926829268293,299.219512195122
20,4,on,2,12.77914604367569,0.00813,-4.812194343122295,6.91,False,154.82926829268294,163.1219512195122,182.8292682926829,286.8292682926829
20,5,you.,4,14.573842769379338,0.00955,-4.651214114018294,6.98,True,100.29268292682929,124.48780487804878,137.3658536585366,219.41463414634143
21,1,broken,6,8.198089248956116,7.59e-05,-9.486092556040502,4.88,False,168.47619047619048,225.3333333333333,238.8571428571429,280.0
21,2,his,3,11.593251209508129,0.00324,-5.732181918313702,6.51,False,104.38095238095238,111.61904761904762,116.76190476190476,136.47619047619048
21,3,wrists,6,5.402677381872279,2.51e-06,-12.89518796497675,3.4,False,178.0952380952381,200.7619047619048,224.3809523809524,349.7142857142857
21,4,very,4,11.055703797289029,0.001,-6.907755178982142,6.0,False,223.23809523809524,275.6190476190476,288.4761904761905,330.1904761904762
21,5,badly.,6,7.197435354096591,2.75e-05,-10.501320916934723,4.44,True,292.4761904761905,305.23809523809524,466.0,788.5714285714286
22,1,am,2,10.940897969477794,0.000603,-7.413593195399623,5.78,False,94.73170731707316,94.73170731707316,94.73170731707316,98.53658536585364
22,2,touched,7,7.316548177182976,2e-05,-10.819773284422784,4.3,False,161.26829268292684,220.5853658536585,255.90243902439025,307.1219512195122
22,3,deeply,6,6.601230118728876,2.75e-05,-10.501320916934723,4.44,False,183.41463414634143,203.1219512195122,218.6341463414634,257.9512195121951
22,4,in,2,13.119246525062724,0.0186,-3.9845936928866372,7.27,False,83.21951219512195,88.29268292682927,97.7560975609756,134.2439024390244
22,5,places.,7,7.903226808730733,0.000107,-9.142680788923366,5.03,True,233.26829268292684,299.219512195122,410.3414634146341,701.170731707317
23,1,don't,5,5.579729825986222,0.00158,-6.450330368652124,6.2,True,169.7560975609756,258.4390243902439,265.0731707317073,269.4634146341463
23,2,want,4,11.854513166689632,0.0011,-6.812445008268726,6.04,False,143.70731707317074,158.9268292682927,168.09756097560975,193.17073170731703
23,3,to,2,13.96096928627544,0.0269,-3.6156289886568715,7.43,False,82.53658536585365,91.02439024390245,91.02439024390245,104.0
23,4,hear,4,10.251429474400624,0.00017,-8.67971153267889,5.23,False,208.0,230.7317073170732,264.6829268292683,360.4878048780488
23,5,it.,3,13.77854777376974,0.00891,-4.720581026276075,6.95,True,102.92682926829268,105.65853658536584,105.65853658536584,121.5609756097561
24,1,knew,4,9.842515995544645,0.000158,-8.752914892026116,5.2,False,196.28571428571428,260.57142857142856,266.4761904761905,279.6190476190476
24,2,I,1,14.52773902728693,0.0123,-4.398156008473684,7.09,False,29.61904761904762,29.61904761904762,29.61904761904762,39.61904761904762
24,3,heard,5,9.892173792635854,0.000186,-8.58976334661681,5.27,False,213.52380952380952,249.1428571428572,261.3333333333333,305.6190476190476
24,4,your,4,12.702946392928103,0.00339,-5.686925328091253,6.53,False,193.42857142857144,205.42857142857144,261.23809523809524,414.7619047619048
24,5,voice.,6,8.387995252944556,0.000117,-9.05333576846603,5.07,True,209.9047619047619,253.04761904761904,268.3809523809524,349.3333333333333
25,1,wouldn't,8,1.6094379124341005,0.000151,-8.798230058897913,5.18,True,201.7560975609756,315.219512195122,315.219512195122,318.5365853658537
25,2,want,4,11.854513166689632,0.0011,-6.812445008268726,6.04,False,143.90243902439025,156.1951219512195,177.65853658536585,198.53658536585365
25,3,to,2,13.96096928627544,0.0269,-3.6156289886568715,7.43,False,96.6829268292683,99.51219512195122,107.41463414634148,146.0487804878049
25,4,miss,4,,0.000166,-8.703522167198274,5.22,False,184.0,204.0,214.14634146341464,257.2682926829268
25,5,this.,5,12.91635959740469,0.00661,-5.019171609989949,6.82,True,198.14634146341464,258.0487804878049,280.1951219512195,457.7560975609756
26,1,walked,6,7.914617709040678,4.68e-05,-9.969625218290819,4.67,False,188.3809523809524,233.6190476190476,271.1428571428572,305.6190476190476
26,2,up,2,12.13977257377294,0.00245,-6.011667213609176,6.39,False,107.14285714285714,112.95238095238096,112.95238095238096,161.42857142857142
26,3,to,2,13.96096928627544,0.0269,-3.6156289886568715,7.43,False,114.66666666666669,127.71428571428572,135.33333333333334,160.66666666666666
26,4,the,3,14.222246857765809,0.0537,-2.9243422756051207,7.73,False,186.3809523809524,210.0952380952381,238.57142857142856,366.8571428571428
26,5,door.,5,9.608780865147382,0.00012,-9.028017981849242,5.08,True,151.14285714285714,187.1428571428572,229.42857142857144,471.3333333333333
27,1,sat,3,7.285506548522785,4.37e-05,-10.038160167535828,4.64,False,130.0,149.8095238095238,173.71428571428572,241.7142857142857
27,2,back,4,11.537296074503669,0.0011,-6.812445008268726,6.04,False,131.33333333333334,149.42857142857142,156.28571428571428,179.23809523809524
27,3,down,4,11.238541249462422,0.000759,-7.183508648816347,5.88,False,156.38095238095238,170.85714285714286,188.47619047619048,298.0952380952381
27,4,and,3,13.433927978319357,0.0257,-3.6612642831899125,7.41,False,73.71428571428571,73.71428571428571,77.23809523809524,126.85714285714286
27,5,shivered.,9,1.9459101490553132,2.51e-07,-15.197414570782872,2.4,True,293.5238095238095,496.57142857142856,645.5238095238095,993.1428571428572
28,1,couldn't,8,2.3978952727983707,0.000123,-9.003325389584058,5.09,True,177.33333333333334,308.3809523809524,316.2857142857143,320.0
28,2,help,4,10.757413399213553,0.000562,-7.4840085301346555,5.75,False,143.8095238095238,155.8095238095238,162.95238095238096,196.47619047619048
28,3,feel,4,10.373147372686288,0.000468,-7.667042048371437,5.67,False,199.9047619047619,239.3333333333333,255.1428571428572,323.23809523809524
28,4,for,3,12.770391641736165,0.0102,-4.58536754888799,7.01,False,157.71428571428572,168.95238095238096,202.3809523809524,392.7619047619048
28,5,Alex.,5,,4.17e-05,-10.08500703108086,4.62,True,120.0952380952381,159.8095238095238,219.6190476190476,613.8095238095239
