StimulusID,ContextLength,Region,RegionCleaned,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,DwellTime,FirstFixationDuration,FirstPassDwellTime,FirstPassLandingPosition,SkipRate
en-universal-test.conllu 1422,17,1981.,NUM,4.0,1.46239799789896,2.5e-05,-10.596634733096073,4.4,True,471.28125,247.2,355.3,0.5543333333333333,0.0625
en-universal-test.conllu 145,0,Mario,mario,5.0,,1.7e-05,-10.982297213908058,4.23,False,368.75,206.03125,230.21875,0.3284375,0.0
en-universal-test.conllu 145,1,"Gabelli,",gabelli,7.0,,4.9e-08,-16.831445538835784,1.69,True,482.625,214.29032258064515,305.741935483871,0.8529032258064516,0.03125
en-universal-test.conllu 145,2,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,82.625,172.83333333333334,172.83333333333334,0.5416666666666666,0.8125
en-universal-test.conllu 145,3,"instance,",instance,8.0,2.9329808219232,3.89e-05,-10.154516307339874,4.59,True,310.6875,215.96774193548387,235.70967741935485,0.9819354838709677,0.03125
en-universal-test.conllu 145,4,holds,holds,5.0,2.86272752831797,3.98e-05,-10.131643645673883,4.6,False,251.09375,212.84,235.68,1.038,0.3125
en-universal-test.conllu 145,5,cash,cash,4.0,3.56761444273084,8.32e-05,-9.394263210137112,4.92,False,311.21875,270.125,337.9166666666667,1.0425,0.375
en-universal-test.conllu 145,6,positions,positions,9.0,2.69019608002851,4.27e-05,-10.061311637729695,4.63,False,317.75,222.9655172413793,238.82758620689654,1.1400000000000001,0.125
en-universal-test.conllu 145,7,well,well,4.0,5.1833381862892,0.00107,-6.840096630508322,6.03,False,173.5,202.0,215.05,1.0230000000000001,0.5
en-universal-test.conllu 145,8,above,above,5.0,3.39689644914252,0.000158,-8.752915524937308,5.2,False,265.65625,229.0,233.27272727272728,0.9254545454545454,0.4375
en-universal-test.conllu 145,9,20%,NUM%,3.0,1.46239799789896,0.000121,-9.019720012367532,5.08,False,301.8125,294.53846153846155,294.53846153846155,0.7426923076923078,0.28125
en-universal-test.conllu 145,10,in,in,2.0,5.69761724386273,0.0186,-3.9845936982629815,7.27,False,94.25,179.6153846153846,179.6153846153846,0.36538461538461536,0.78125
en-universal-test.conllu 145,11,several,several,7.0,3.2964457942064,0.000245,-8.314252347419547,5.39,False,395.5625,232.62962962962962,275.2962962962963,0.9862962962962962,0.25
en-universal-test.conllu 145,12,of,of,2.0,5.77117577156368,0.0251,-3.684887432844399,7.4,False,72.84375,191.45454545454547,191.45454545454547,0.46090909090909093,0.6875
en-universal-test.conllu 145,13,his,his,3.0,5.03488903532673,0.00324,-5.732181949177899,6.51,False,167.34375,210.27777777777777,210.27777777777777,0.5077777777777778,0.5625
en-universal-test.conllu 145,14,funds.,funds,5.0,2.52891670027765,5.5e-05,-9.808177372731803,4.74,True,92.34375,183.22222222222223,193.77777777777777,0.5033333333333334,0.71875
en-universal-test.conllu 1459,0,About,about,5.0,5.26765739705392,0.00251,-5.987472525838444,6.4,False,405.40625,189.46875,236.3125,0.3284375,0.0
en-universal-test.conllu 1459,1,40%,NUM%,3.0,1.46239799789896,6.64e-05,-9.619813501481886,4.82,False,469.3125,209.83333333333334,228.63333333333333,0.6086666666666666,0.1875
en-universal-test.conllu 1459,2,don't,don't,5.0,,0.00158,-6.450330431943262,6.2,True,482.28125,226.9,267.3333333333333,0.8616666666666667,0.25
en-universal-test.conllu 1459,3,feel,feel,4.0,4.50501424008411,0.000468,-7.667042262046627,5.67,False,441.75,222.46666666666667,241.96666666666667,0.5833333333333334,0.40625
en-universal-test.conllu 1459,4,they're,they're,7.0,,0.000295,-8.128535201624453,5.47,True,632.3125,206.21875,219.03125,0.89875,0.1875
en-universal-test.conllu 1459,5,more,more,4.0,4.82104819762939,0.00229,-6.079203461415989,6.36,False,569.3125,237.09375,270.84375,0.75875,0.1875
en-universal-test.conllu 1459,6,able,able,4.0,3.9114772171061,0.000269,-8.220799178362435,5.43,False,393.46875,247.0,259.8965517241379,0.8451724137931035,0.3125
en-universal-test.conllu 1459,7,than,than,4.0,4.57611089412084,0.00135,-6.607650686531799,6.13,False,387.0,223.89285714285714,272.9642857142857,0.7825,0.1875
en-universal-test.conllu 1459,8,others.,others,6.0,3.70432214082224,0.000263,-8.24335652578651,5.42,True,202.09375,267.8421052631579,312.89473684210526,0.6731578947368421,0.40625
en-universal-test.conllu 1470,0,About,about,5.0,5.26765739705392,0.00251,-5.987472525838444,6.4,False,269.28125,168.03125,229.875,0.320625,0.03125
en-universal-test.conllu 1470,1,54%,NUM%,3.0,1.46239799789896,5.4e-05,-9.826526511399999,4.73,False,470.46875,229.0,255.66666666666666,0.7213333333333334,0.21875
en-universal-test.conllu 1470,2,are,are,3.0,5.42434741987193,0.0055,-5.2030071867437115,6.74,False,267.71875,208.45833333333334,213.70833333333334,0.5,0.59375
en-universal-test.conllu 1470,3,"women,",women,5.0,3.99908702262589,0.000372,-7.8966167036911274,5.57,True,234.0625,195.48,209.28,0.9168000000000001,0.34375
en-universal-test.conllu 1470,4,and,and,3.0,5.8342814273373,0.0257,-3.661264287080963,7.41,False,134.15625,164.47058823529412,173.76470588235293,0.8305882352941176,0.65625
en-universal-test.conllu 1470,5,44%,NUM%,3.0,1.46239799789896,6.64e-05,-9.619813501481886,4.82,False,417.375,391.84615384615387,397.7307692307692,0.7623076923076924,0.46875
en-universal-test.conllu 1470,6,are,are,3.0,5.42434741987193,0.0055,-5.2030071867437115,6.74,False,222.09375,231.75,231.75,0.6016666666666667,0.625
en-universal-test.conllu 1470,7,part-time,part-time,9.0,,0.00046,-7.6842840684811335,5.66,False,496.28125,198.3548387096774,301.3225806451613,1.001290322580645,0.03125
en-universal-test.conllu 1470,8,students.,students,8.0,3.19451434188247,0.000178,-8.633727007672189,5.25,True,118.875,167.2,167.2,0.65,0.53125
en-universal-test.conllu 1485,0,It,it,2.0,5.98394771743588,0.00891,-4.720581037499419,6.95,False,191.8125,192.56666666666666,192.56666666666666,0.3253333333333333,0.0625
en-universal-test.conllu 1485,1,would,would,5.0,4.95502835359007,0.00186,-6.287178791257027,6.27,False,371.71875,212.13333333333333,275.8333333333333,1.1793333333333333,0.46875
en-universal-test.conllu 1485,2,open,open,4.0,4.21330520616279,0.000302,-8.105083540589405,5.48,False,416.65625,213.7,269.56666666666666,0.7783333333333334,0.28125
en-universal-test.conllu 1485,3,a,a,1.0,6.01752581716572,0.0229,-3.776618368421943,7.36,False,112.75,190.28571428571428,190.28571428571428,0.18214285714285713,0.71875
en-universal-test.conllu 1485,4,can,can,3.0,5.42752018916411,0.00288,-5.8499649848342825,6.46,False,270.5625,216.2962962962963,235.92592592592592,0.3940740740740741,0.25
en-universal-test.conllu 1485,5,of,of,2.0,5.77117577156368,0.0251,-3.684887432844399,7.4,False,108.125,213.46666666666667,213.46666666666667,0.39799999999999996,0.5625
en-universal-test.conllu 1485,6,worms.,worms,5.0,2.50785587169583,6.03e-06,-12.01876354722518,3.78,True,148.6875,206.73684210526315,225.78947368421052,0.5278947368421052,0.40625
en-universal-test.conllu 1495,0,And,and,3.0,5.8342814273373,0.0257,-3.661264287080963,7.41,False,207.0625,181.71875,196.84375,0.3053125,0.0
en-universal-test.conllu 1495,1,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,109.53125,186.8,186.8,0.4766666666666667,0.78125
en-universal-test.conllu 1495,2,local,local,5.0,3.32817566143832,0.000269,-8.220799178362435,5.43,False,213.5,190.66666666666666,202.03703703703704,0.6474074074074074,0.25
en-universal-test.conllu 1495,3,expression,expression,10.0,2.81424759573192,3.55e-05,-10.245977861482904,4.55,False,373.375,200.3125,258.96875,1.205625,0.03125
en-universal-test.conllu 1495,4,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,93.46875,157.6875,159.0,0.68625,0.75
en-universal-test.conllu 1495,5,brother,brother,7.0,4.16082854314455,0.000129,-8.955698153602603,5.11,False,372.1875,223.7,276.3333333333333,0.8876666666666666,0.125
en-universal-test.conllu 1495,6,is,is,2.0,5.662440491974,0.0117,-4.448166437178426,7.07,False,89.6875,269.5,269.5,0.358,0.8125
en-universal-test.conllu 1495,7,"brah,",brah,4.0,,1e-06,-13.815510557964274,3.0,True,422.4375,225.0625,283.9375,0.7334375,0.09375
en-universal-test.conllu 1495,8,not,not,3.0,5.44196834892386,0.0049,-5.318520073865556,6.69,False,159.46875,182.05,182.05,0.671,0.6875
en-universal-test.conllu 1495,9,bruddah.,bruddah,7.0,,3.72e-08,-17.10695707566731,1.57,True,675.46875,259.5625,444.0625,0.873125,0.0
en-universal-test.conllu 1497,0,"Sorry,",sorry,5.0,4.77500572807847,0.000151,-8.79823072114935,5.18,True,273.65625,195.4516129032258,250.29032258064515,0.342258064516129,0.03125
en-universal-test.conllu 1497,1,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,149.1875,205.44444444444446,217.11111111111111,0.6172222222222222,0.65625
en-universal-test.conllu 1497,2,show,show,4.0,4.3963214207558,0.000479,-7.643809960553359,5.68,False,304.8125,211.71428571428572,238.10714285714286,0.6828571428571429,0.1875
en-universal-test.conllu 1497,3,does,does,4.0,4.53151723545311,0.00055,-7.505592279737757,5.74,False,275.65625,196.33333333333334,206.77777777777777,0.7629629629629631,0.21875
en-universal-test.conllu 1497,4,not,not,3.0,5.44196834892386,0.0049,-5.318520073865556,6.69,False,261.4375,216.5,216.5,0.5834615384615385,0.34375
en-universal-test.conllu 1497,5,even,even,4.0,4.65004511834821,0.000977,-6.931023905921491,5.99,False,320.625,235.79166666666666,252.70833333333334,0.8195833333333332,0.3125
en-universal-test.conllu 1497,6,have,have,4.0,5.49725179166937,0.00513,-5.272649619799459,6.71,False,272.1875,221.46153846153845,250.53846153846155,0.8734615384615385,0.3125
en-universal-test.conllu 1497,7,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,147.6875,181.5,191.77777777777777,0.5911111111111111,0.6875
en-universal-test.conllu 1497,8,one,one,3.0,5.19502742193737,0.00295,-5.825950108630408,6.47,False,267.25,233.8148148148148,245.1851851851852,0.5474074074074075,0.375
en-universal-test.conllu 1497,9,redeeming,redeeming,9.0,1.47712125471966,1.02e-06,-13.795707930668094,3.01,False,406.9375,228.03125,282.1875,0.9540625,0.03125
en-universal-test.conllu 1497,10,quality,quality,7.0,2.97680833733807,0.000129,-8.955698153602603,5.11,False,310.09375,207.58064516129033,212.19354838709677,1.0919354838709678,0.25
en-universal-test.conllu 1497,11,of,of,2.0,5.77117577156368,0.0251,-3.684887432844399,7.4,False,58.53125,157.27272727272728,157.27272727272728,0.23454545454545456,0.8125
en-universal-test.conllu 1497,12,genuine,genuine,7.0,2.6222140229663,2.34e-05,-10.662774535600619,4.37,False,549.90625,242.3125,310.21875,1.065625,0.03125
en-universal-test.conllu 1497,13,local,local,5.0,3.32817566143832,0.000269,-8.220799178362435,5.43,False,457.5625,263.03225806451616,286.7741935483871,0.746774193548387,0.03125
en-universal-test.conllu 1497,14,color.,color,5.0,3.30362797638389,8.13e-05,-9.417364541410508,4.91,True,162.03125,247.89473684210526,254.3684210526316,0.5336842105263159,0.40625
en-universal-test.conllu 1571,0,Opponents,opponents,9.0,1.96378782734556,1.7e-05,-10.982297213908058,4.23,False,533.125,233.75,372.46875,0.3628125,0.0
en-universal-test.conllu 1571,1,of,of,2.0,5.77117577156368,0.0251,-3.684887432844399,7.4,False,156.75,208.64285714285714,208.64285714285714,0.4471428571428571,0.75
en-universal-test.conllu 1571,2,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,268.5625,180.57692307692307,201.5,0.46384615384615385,0.375
en-universal-test.conllu 1571,3,cut,cut,3.0,4.06889055425794,0.000174,-8.656455258749745,5.24,False,359.125,234.1,238.26666666666668,0.5986666666666667,0.25
en-universal-test.conllu 1571,4,are,are,3.0,5.42434741987193,0.0055,-5.2030071867437115,6.74,False,179.71875,228.61904761904762,228.61904761904762,0.5638095238095238,0.5625
en-universal-test.conllu 1571,5,playing,playing,7.0,3.87598677142849,0.000234,-8.360189442606572,5.37,False,487.875,236.25,338.6875,0.94875,0.0625
en-universal-test.conllu 1571,6,hardball.,hardball,8.0,1.73239375982297,5.75e-07,-14.368895796149062,2.76,True,335.21875,256.52,328.56,0.6848000000000001,0.21875
en-universal-test.conllu 1637,0,Your,your,4.0,5.516820843548,0.00339,-5.686925357589778,6.53,False,229.59375,184.5483870967742,215.83870967741936,0.2767741935483871,0.03125
en-universal-test.conllu 1637,1,paper,paper,5.0,3.72197540158595,0.000117,-9.053336623166517,5.07,False,346.75,203.63333333333333,215.8,0.8643333333333333,0.1875
en-universal-test.conllu 1637,2,needs,needs,5.0,3.91376088641232,0.000234,-8.360189442606572,5.37,False,318.4375,223.96428571428572,255.21428571428572,0.8310714285714286,0.21875
en-universal-test.conllu 1637,3,a,a,1.0,6.01752581716572,0.0229,-3.776618368421943,7.36,False,74.09375,167.15384615384616,167.15384615384616,0.28846153846153844,0.75
en-universal-test.conllu 1637,4,serious,serious,7.0,3.87892373396757,0.000126,-8.979228651012797,5.1,False,377.25,227.7741935483871,280.64516129032256,0.919032258064516,0.03125
en-universal-test.conllu 1637,5,reality,reality,7.0,3.18864729599972,7.76e-05,-9.463943130775101,4.89,False,349.34375,264.6333333333333,279.5,1.0153333333333334,0.09375
en-universal-test.conllu 1637,6,check.,check,5.0,4.15317437937153,0.000204,-8.497390564120058,5.31,True,118.5,176.875,186.375,0.595,0.5
en-universal-test.conllu 1646,0,Columbia,columbia,8.0,2.39794000867204,2.51e-05,-10.592642711826535,4.4,False,415.625,183.65625,344.4375,0.3125,0.0
en-universal-test.conllu 1646,1,Savings,savings,7.0,2.5854607295085,2.75e-05,-10.501324553291749,4.44,False,310.1875,198.70967741935485,245.16129032258064,1.055806451612903,0.09375
en-universal-test.conllu 1646,2,officials,officials,9.0,2.55266821611219,4.79e-05,-9.946395053547404,4.68,False,303.15625,219.2258064516129,251.51612903225808,1.1116129032258064,0.0625
en-universal-test.conllu 1646,3,weren't,weren't,7.0,,4.79e-05,-9.946395053547404,4.68,True,322.28125,181.06896551724137,223.51724137931035,1.0886206896551724,0.15625
en-universal-test.conllu 1646,4,available,available,9.0,3.12188798510368,0.000191,-8.563237129917644,5.28,False,328.125,192.48275862068965,239.68965517241378,1.1651724137931034,0.09375
en-universal-test.conllu 1646,5,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,68.90625,161.27272727272728,161.27272727272728,0.5590909090909091,0.78125
en-universal-test.conllu 1646,6,comment,comment,7.0,2.81624129999178,7.59e-05,-9.48609387356269,4.88,False,315.25,216.89655172413794,263.7241379310345,0.8848275862068966,0.1875
en-universal-test.conllu 1646,7,on,on,2.0,5.54991383445688,0.00813,-4.812194355422418,6.91,False,77.21875,224.63636363636363,224.63636363636363,0.44727272727272727,0.78125
en-universal-test.conllu 1646,8,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,149.78125,210.8235294117647,236.35294117647058,0.5517647058823529,0.59375
en-universal-test.conllu 1646,9,downgrade.,downgrade,9.0,0.778151250383644,1.7e-06,-13.284882306902103,3.23,True,321.0,218.11111111111111,317.8888888888889,1.078148148148148,0.15625
en-universal-test.conllu 1670,0,"Now,",now,3.0,5.21307659793577,0.00151,-6.495645628155304,6.18,True,252.875,187.1875,211.53125,0.3,0.0
en-universal-test.conllu 1670,1,as,as,2.0,5.05334355121762,0.00589,-5.134499281318642,6.77,False,228.71875,200.5,200.5,0.4579166666666667,0.59375
en-universal-test.conllu 1670,2,in,in,2.0,5.69761724386273,0.0186,-3.9845936982629815,7.27,False,253.9375,258.14285714285717,258.14285714285717,0.3852380952380952,0.65625
en-universal-test.conllu 1670,3,those,those,5.0,4.58438776944695,0.000794,-7.138427096717138,5.9,False,444.5625,220.20689655172413,255.41379310344828,0.7851724137931034,0.28125
en-universal-test.conllu 1670,4,two,two,3.0,4.73547913286875,0.00126,-6.676643558018751,6.1,False,172.59375,188.41666666666666,188.41666666666666,0.6687500000000001,0.3125
en-universal-test.conllu 1670,5,"years,",years,5.0,4.46245789645528,0.000912,-6.999870567889943,5.96,True,212.5,178.69565217391303,190.91304347826087,0.7591304347826088,0.46875
en-universal-test.conllu 1670,6,her,her,3.0,5.16025238056781,0.002,-6.214608098422191,6.3,False,192.84375,194.6818181818182,217.95454545454547,0.5636363636363636,0.46875
en-universal-test.conllu 1670,7,stock,stock,5.0,3.11427729656159,8.51e-05,-9.371683522384945,4.93,False,295.21875,206.75862068965517,224.89655172413794,0.8048275862068965,0.21875
en-universal-test.conllu 1670,8,market,market,6.0,3.26693691115917,0.000195,-8.542510999400527,5.29,False,298.59375,203.25925925925927,222.85185185185185,1.1337037037037037,0.21875
en-universal-test.conllu 1670,9,indicators,indicators,10.0,1.30102999566398,6.76e-06,-11.904487667909402,3.83,False,472.6875,241.625,335.875,1.100625,0.0
en-universal-test.conllu 1670,10,are,are,3.0,5.42434741987193,0.0055,-5.2030071867437115,6.74,False,124.53125,190.05,190.05,0.5730000000000001,0.5
en-universal-test.conllu 1670,11,positive.,positive,8.0,3.20790353038605,9.77e-05,-9.233608998915537,4.99,True,245.8125,246.70833333333334,269.5416666666667,0.6695833333333333,0.25
en-universal-test.conllu 1676,0,As,as,2.0,5.05334355121762,0.00589,-5.134499281318642,6.77,False,227.8125,196.1875,200.96875,0.2878125,0.0
en-universal-test.conllu 1676,1,she,she,3.0,5.27961676006402,0.00182,-6.3089187778934335,6.26,False,222.96875,197.69565217391303,211.47826086956522,0.741304347826087,0.71875
en-universal-test.conllu 1676,2,calculates,calculates,10.0,1.04139268515823,1.26e-06,-13.584398837000888,3.1,False,605.3125,183.21875,256.0625,1.0059375,0.0625
en-universal-test.conllu 1676,3,"it,",it,2.0,5.98394771743588,0.00891,-4.720581037499419,6.95,True,124.25,195.94117647058823,195.94117647058823,0.34294117647058825,0.625
en-universal-test.conllu 1676,4,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,166.59375,205.57894736842104,205.57894736842104,0.5126315789473684,0.59375
en-universal-test.conllu 1676,5,average,average,7.0,2.92941892571429,0.000145,-8.8387768155437,5.16,False,405.25,239.26666666666668,271.93333333333334,0.828,0.0625
en-universal-test.conllu 1676,6,stock,stock,5.0,3.11427729656159,8.51e-05,-9.371683522384945,4.93,False,336.75,230.03571428571428,266.2857142857143,0.8078571428571429,0.34375
en-universal-test.conllu 1676,7,now,now,3.0,5.21307659793577,0.00151,-6.495645628155304,6.18,False,405.34375,223.1290322580645,271.93548387096774,0.6825806451612904,0.09375
en-universal-test.conllu 1676,8,sells,sells,5.0,2.56110138364906,1.23e-05,-11.305911295585902,4.09,False,294.34375,210.27586206896552,232.44827586206895,0.7027586206896551,0.1875
en-universal-test.conllu 1676,9,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,84.53125,194.66666666666666,194.66666666666666,0.5216666666666666,0.6875
en-universal-test.conllu 1676,10,about,about,5.0,5.26765739705392,0.00251,-5.987472525838444,6.4,False,336.84375,220.20689655172413,229.0344827586207,0.7175862068965517,0.28125
en-universal-test.conllu 1676,11,12.5,NUM,3.0,1.46239799789896,5.12e-07,-14.484941211906904,2.71,True,411.0,244.06666666666666,254.0,0.7976666666666666,0.34375
en-universal-test.conllu 1676,12,times,times,5.0,4.05007026436744,0.000363,-7.921107723699423,5.56,False,647.875,239.6451612903226,278.0,0.8080645161290323,0.21875
en-universal-test.conllu 1676,13,companies',companies',10.0,2.76492298464989,0.000151,-8.79823072114935,5.18,True,850.59375,242.09375,364.4375,1.4275,0.03125
en-universal-test.conllu 1676,14,earnings.,earnings,8.0,1.69019608002851,1.86e-05,-10.892348977245119,4.27,True,350.375,236.66666666666666,281.0,0.9607407407407408,0.15625
en-universal-test.conllu 1683,0,There,there,5.0,5.34587342082813,0.00204,-6.194805471126012,6.31,False,405.1875,152.03225806451613,217.8709677419355,0.33225806451612905,0.03125
en-universal-test.conllu 1683,1,was,was,3.0,5.45998320887664,0.00661,-5.019171625118542,6.82,False,269.5625,215.08695652173913,222.7826086956522,0.6960869565217392,0.5625
en-universal-test.conllu 1683,2,tremendous,tremendous,10.0,2.63548374681491,1.17e-05,-11.355921716160564,4.07,False,573.09375,215.1875,293.125,1.0978125,0.03125
en-universal-test.conllu 1683,3,public,public,6.0,3.55942779975949,0.000372,-7.8966167036911274,5.57,False,337.375,225.09677419354838,235.03225806451613,0.9854838709677419,0.15625
en-universal-test.conllu 1683,4,enthusiasm,enthusiasm,10.0,2.36172783601759,1.05e-05,-11.464135300800796,4.02,False,402.96875,215.41935483870967,284.35483870967744,1.196774193548387,0.0625
en-universal-test.conllu 1683,5,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,99.5,192.42857142857142,199.0,0.6764285714285715,0.75
en-universal-test.conllu 1683,6,stock,stock,5.0,3.11427729656159,8.51e-05,-9.371683522384945,4.93,False,364.53125,214.6,229.46666666666667,0.7826666666666667,0.09375
en-universal-test.conllu 1683,7,mutual,mutual,6.0,2.56702636615906,1.82e-05,-10.914088963881525,4.26,False,449.25,243.96774193548387,321.93548387096774,1.193225806451613,0.03125
en-universal-test.conllu 1683,8,funds.,funds,5.0,2.52891670027765,5.5e-05,-9.808177372731803,4.74,True,102.28125,204.0,213.75,0.735,0.625
en-universal-test.conllu 1694,0,I,i,1.0,6.30931710712425,0.0123,-4.398156016603766,7.09,False,135.21875,188.1304347826087,188.1304347826087,0.23130434782608697,0.3125
en-universal-test.conllu 1694,1,guess,guess,5.0,4.36462602895504,0.000148,-8.818298284200159,5.17,False,177.5,157.08333333333334,188.25,0.5633333333333334,0.4375
en-universal-test.conllu 1694,2,that's,that's,6.0,,0.000724,-7.230719165578558,5.86,True,281.3125,210.14285714285714,236.67857142857142,0.9685714285714286,0.28125
en-universal-test.conllu 1694,3,my,my,2.0,5.53769319436739,0.00372,-5.5940316106970815,6.57,False,206.46875,213.69230769230768,229.3846153846154,0.55,0.21875
en-universal-test.conllu 1694,4,forecast.,forecast,8.0,1.98677173426624,1.23e-05,-11.305911295585902,4.09,True,162.71875,177.91304347826087,210.82608695652175,0.6878260869565217,0.28125
en-universal-test.conllu 1701,0,Unlike,unlike,6.0,2.72509452108147,3.72e-05,-10.199201796685173,4.57,False,386.9375,180.67741935483872,257.64516129032256,0.3251612903225806,0.03125
en-universal-test.conllu 1701,1,"1987,",NUM,4.0,1.46239799789896,2.8e-05,-10.48330604778907,4.45,True,538.90625,228.90322580645162,334.0967741935484,0.7480645161290324,0.03125
en-universal-test.conllu 1701,2,interest,interest,8.0,3.41480627950101,0.000148,-8.818298284200159,5.17,False,388.25,229.75862068965517,323.0344827586207,1.0110344827586206,0.09375
en-universal-test.conllu 1701,3,rates,rates,5.0,2.32221929473392,7.59e-05,-9.48609387356269,4.88,False,152.75,207.54545454545453,214.45454545454547,0.8454545454545456,0.375
en-universal-test.conllu 1701,4,have,have,4.0,5.49725179166937,0.00513,-5.272649619799459,6.71,False,227.09375,212.79166666666666,224.33333333333334,0.7866666666666666,0.375
en-universal-test.conllu 1701,5,been,been,4.0,4.94730625785045,0.00186,-6.287178791257027,6.27,False,169.9375,176.04166666666666,179.75,0.9187500000000001,0.375
en-universal-test.conllu 1701,6,falling,falling,7.0,3.26434550705009,4.57e-05,-9.993412260064115,4.66,False,269.34375,207.36,279.8,0.6312,0.28125
en-universal-test.conllu 1701,7,this,this,4.0,5.60950476671516,0.00661,-5.019171625118542,6.82,False,173.34375,199.48,200.36,0.6856,0.25
en-universal-test.conllu 1701,8,year.,year,4.0,4.15152306756494,0.000912,-6.999870567889943,5.96,True,64.09375,178.875,245.125,0.3725,0.75
en-universal-test.conllu 1702,0,Unlike,unlike,6.0,2.72509452108147,3.72e-05,-10.199201796685173,4.57,False,422.03125,180.875,276.6875,0.303125,0.0
en-universal-test.conllu 1702,1,"1987,",NUM,4.0,1.46239799789896,2.8e-05,-10.48330604778907,4.45,True,438.5625,211.0,271.35483870967744,0.6958064516129032,0.125
en-universal-test.conllu 1702,2,the,the,3.0,6.1766436197553,0.0537,-2.9243422774673182,7.73,False,168.0,179.42857142857142,188.35714285714286,0.4692857142857143,0.75
en-universal-test.conllu 1702,3,dollar,dollar,6.0,3.14952701375435,3.89e-05,-10.154516307339874,4.59,False,249.84375,176.07142857142858,182.57142857142858,0.7875,0.125
en-universal-test.conllu 1702,4,has,has,3.0,4.76216070208618,0.00234,-6.057604349612527,6.37,False,169.6875,212.7,226.8,0.655,0.75
en-universal-test.conllu 1702,5,been,been,4.0,4.94730625785045,0.00186,-6.287178791257027,6.27,False,398.46875,237.46666666666667,286.56666666666666,0.6669999999999999,0.09375
en-universal-test.conllu 1702,6,strong.,strong,6.0,3.64650175003161,0.000166,-8.703522769607732,5.22,True,109.71875,198.72727272727272,214.27272727272728,0.38818181818181813,0.65625
en-universal-test.conllu 1706,0,"Thus,",thus,4.0,2.79865064544527,8.13e-05,-9.417364541410508,4.91,True,248.28125,181.03225806451613,201.29032258064515,0.30548387096774193,0.03125
en-universal-test.conllu 1706,1,he,he,2.0,5.59050523199268,0.0049,-5.318520073865556,6.69,False,126.90625,212.61111111111111,212.61111111111111,0.47555555555555556,0.65625
en-universal-test.conllu 1706,2,"concludes,",concludes,9.0,2.06069784035361,5.75e-06,-12.066310703155015,3.76,True,372.25,202.53333333333333,277.73333333333335,1.046,0.0625
en-universal-test.conllu 1706,4,is,is,2.0,5.662440491974,0.0117,-4.448166437178426,7.07,False,138.90625,201.0625,208.4375,0.273125,0.6875
en-universal-test.conllu 1706,5,not,not,3.0,5.44196834892386,0.0049,-5.318520073865556,6.69,False,295.84375,205.48,224.36,0.6224,0.375
en-universal-test.conllu 1706,6,a,a,1.0,6.01752581716572,0.0229,-3.776618368421943,7.36,False,58.59375,267.85714285714283,267.85714285714283,0.25,0.8125
en-universal-test.conllu 1706,7,good,good,4.0,5.12423678404063,0.00132,-6.630123542383857,6.12,False,216.8125,195.6086956521739,201.43478260869566,0.7139130434782609,0.40625
en-universal-test.conllu 1706,8,environment,environment,11.0,2.81491318127507,7.41e-05,-9.510095025662233,4.87,False,378.09375,205.48387096774192,224.09677419354838,1.3800000000000001,0.09375
en-universal-test.conllu 1706,9,to,to,2.0,6.06317229855216,0.0269,-3.6156289923743437,7.43,False,51.78125,166.66666666666666,166.66666666666666,0.43444444444444447,0.84375
en-universal-test.conllu 1706,10,be,be,2.0,5.46699507375075,0.00617,-5.088056441064841,6.79,False,151.21875,212.22222222222223,212.22222222222223,0.4305555555555556,0.6875
en-universal-test.conllu 1706,11,fully,fully,5.0,2.94497590841205,7.76e-05,-9.463943130775101,4.89,False,276.84375,212.59259259259258,235.59259259259258,0.6407407407407407,0.34375
en-universal-test.conllu 1706,12,"invested""",invested,8.0,2.30749603791321,1.55e-05,-11.074670534039074,4.19,False,460.65625,219.38709677419354,307.2903225806452,0.9467741935483871,0.03125
en-universal-test.conllu 1706,13,in,in,2.0,5.69761724386273,0.0186,-3.9845936982629815,7.27,False,166.28125,201.23529411764707,251.05882352941177,0.4105882352941177,0.5625
en-universal-test.conllu 1706,14,stocks.,stocks,6.0,2.32014628611105,1.91e-05,-10.86582222291169,4.28,True,154.1875,170.04761904761904,174.66666666666666,0.7104761904761905,0.34375
en-universal-test.conllu 1714,0,This,this,4.0,5.60950476671516,0.00661,-5.019171625118542,6.82,False,241.0,176.6875,196.375,0.3853125,0.0
en-universal-test.conllu 1714,1,has,has,3.0,4.76216070208618,0.00234,-6.057604349612527,6.37,False,318.125,206.85185185185185,217.4814814814815,0.5988888888888889,0.53125
