StimulusID,ContextLength,Region,RegionCleaned,RegionLength,SubtlexLogFreq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,DwellTime,FirstFixationDuration,FirstPassDwellTime,FirstPassLandingPosition,SkipRate
en-universal-test.conllu 1397,11,to,to,2.0,6.06317229855216,0.0269,-3.6156289923743437,7.43,False,44.28125,182.16666666666666,182.16666666666666,0.225,0.90625
en-universal-test.conllu 1397,12,grow,grow,4.0,3.48215869541128,7.94e-05,-9.441012189711184,4.9,False,345.46875,216.3548387096774,222.06451612903226,0.7067741935483871,0.125
en-universal-test.conllu 1397,13,increasingly,increasingly,12.0,1.96378782734556,2.4e-05,-10.637456727616328,4.38,False,764.3125,235.59375,322.6875,1.5518750000000001,0.0
en-universal-test.conllu 1397,14,irrelevant.,irrelevant,10.0,2.41995574848976,9.55e-06,-11.558969403471636,3.98,True,604.875,276.93333333333334,394.06666666666666,0.9736666666666667,0.0625
en-universal-test.conllu 1413,0,But,but,3.0,5.35274577042982,0.00427,-5.456141451741604,6.63,False,191.0625,185.27586206896552,194.55172413793105,0.30379310344827587,0.09375
en-universal-test.conllu 1413,1,they,they,4.0,5.32066754214173,0.00316,-5.757183251383316,6.5,False,258.25,203.34615384615384,222.92307692307693,0.7653846153846153,0.46875
en-universal-test.conllu 1413,2,will,will,4.0,5.03465652646032,0.00282,-5.871018394032115,6.45,False,210.15625,205.53846153846155,214.69230769230768,0.5561538461538462,0.5625
en-universal-test.conllu 1413,3,have,have,4.0,5.49725179166937,0.00513,-5.272649619799459,6.71,False,328.46875,237.3793103448276,261.51724137931035,0.7124137931034483,0.21875
en-universal-test.conllu 1413,4,to,to,2.0,6.06317229855216,0.0269,-3.6156289923743437,7.43,False,146.5,246.73684210526315,246.73684210526315,0.3731578947368421,0.59375
en-universal-test.conllu 1413,5,act,act,3.0,3.74554320199802,0.0002,-8.517193191416238,5.3,False,193.4375,196.2,201.88,0.43560000000000004,0.21875
en-universal-test.conllu 1413,6,quickly.,quickly,7.0,3.45969397647797,0.0001,-9.210340371976182,5.0,True,154.96875,225.53333333333333,307.8666666666667,0.8866666666666667,0.53125
en-universal-test.conllu 1422,0,"Still,",still,5.0,4.60450684926786,0.000832,-7.091678117143066,5.92,True,341.78125,228.48387096774192,268.83870967741933,0.3151612903225806,0.03125
en-universal-test.conllu 1422,1,even,even,4.0,4.65004511834821,0.000977,-6.931023905921491,5.99,False,384.40625,229.72,255.16,0.8676,0.3125
en-universal-test.conllu 1422,2,that,that,4.0,5.8571382268439,0.0102,-4.585367558691911,7.01,False,297.4375,225.33333333333334,232.25,0.56125,0.625
en-universal-test.conllu 1422,3,modest,modest,6.0,2.47856649559384,1.07e-05,-11.445266816496414,4.03,False,500.28125,210.03225806451613,248.6451612903226,0.6587096774193549,0.03125
en-universal-test.conllu 1422,4,increase,increase,8.0,2.64048143697042,0.00012,-9.028018815182229,5.08,False,376.0625,218.2,280.06666666666666,1.0943333333333334,0.125
en-universal-test.conllu 1422,5,is,is,2.0,5.662440491974,0.0117,-4.448166437178426,7.07,False,78.09375,232.7,232.7,0.354,0.78125
en-universal-test.conllu 1422,6,good,good,4.0,5.12423678404063,0.00132,-6.630123542383857,6.12,False,308.125,228.89285714285714,245.78571428571428,0.7985714285714286,0.15625
en-universal-test.conllu 1422,7,news,news,4.0,3.92427928606188,0.000275,-8.198739460297702,5.44,False,217.9375,215.32,231.6,0.8912,0.3125
en-universal-test.conllu 1422,8,for,for,3.0,5.54611185676681,0.0102,-4.585367558691911,7.01,False,164.75,221.25,246.0,0.600625,0.71875
en-universal-test.conllu 1422,9,a,a,1.0,6.01752581716572,0.0229,-3.776618368421943,7.36,False,137.40625,246.85714285714286,246.85714285714286,0.29071428571428576,0.71875
en-universal-test.conllu 1422,10,state,state,5.0,3.74044164494977,0.000603,-7.413593361237089,5.78,False,253.9375,237.52,248.16,0.7659999999999999,0.3125
en-universal-test.conllu 1422,11,that,that,4.0,5.8571382268439,0.0102,-4.585367558691911,7.01,False,238.375,396.4736842105263,396.4736842105263,0.7026315789473684,0.59375
en-universal-test.conllu 1422,12,hasn't,hasn't,6.0,,5.13e-05,-9.877819805787551,4.71,True,226.21875,211.375,255.04166666666666,0.63625,0.3125
en-universal-test.conllu 1422,13,grown,grown,5.0,3.10585067438514,4.68e-05,-9.969627355040673,4.67,False,293.84375,236.8,256.1666666666667,1.1213333333333333,0.21875
en-universal-test.conllu 1422,14,at,at,2.0,5.2150371190435,0.00501,-5.296319363885364,6.7,False,82.34375,209.36363636363637,209.36363636363637,0.3936363636363636,0.78125
en-universal-test.conllu 1422,15,all,all,3.0,5.42037827819445,0.00331,-5.710807089593166,6.52,False,170.65625,186.1818181818182,193.86363636363637,0.3522727272727273,0.5
en-universal-test.conllu 1422,16,since,since,5.0,4.20588072988754,0.000562,-7.484008708070583,5.75,False,264.75,198.92592592592592,252.40740740740742,0.8762962962962964,0.28125
