StimulusID,ContextLength,Region,RegionLength,SubtlexLogFreq,Freq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,TotalDuration,GazeDuration,FirstFixationDuration
1,19,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,203.842105263158,153.131578947368,146.868421052632
1,20,is,2,5.662440491974,0.0117,0.0117,-4.448166437178426,7.07,False,222.973684210526,131.026315789474,111.473684210526
1,21,usually,7,3.50718097726024,0.000141,0.000141,-8.866750667586105,5.15,False,359.394736842105,281.842105263158,226.210526315789
1,22,depicted,8,1.34242268082221,5.89e-06,5.89e-06,-12.042254560300778,3.77,False,429.921052631579,214.789473684211,171.710526315789
1,23,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,173.315789473684,129.105263157895,126.315789473684
1,24,having,6,4.16888034241364,0.000389,0.000389,-7.851931214345828,5.59,False,412.473684210526,274.973684210526,208.657894736842
1,25,two,3,4.73547913286875,0.00126,0.00126,-6.676643558018751,6.1,False,225.210526315789,194.078947368421,176.526315789474
1,26,"faces,",6,3.13481437032046,3.89e-05,3.89e-05,-10.154516307339874,4.59,True,229.552631578947,205.631578947368,169.894736842105
1,27,since,5,4.20588072988754,0.000562,0.000562,-7.484008708070583,5.75,False,399.421052631579,231.263157894737,197.342105263158
1,28,he,2,5.59050523199268,0.0049,0.0049,-5.318520073865556,6.69,False,120.763157894737,100.315789473684,92.9736842105263
1,29,looks,5,4.20104189554268,0.000229,0.000229,-8.381788554410035,5.36,False,291.736842105263,227.447368421053,186.263157894737
1,30,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,129.0,118.789473684211,118.789473684211
1,31,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,280.894736842105,197.105263157895,182.236842105263
1,32,future,6,3.72255166200096,0.000214,0.000214,-8.449534542942423,5.33,False,305.578947368421,225.868421052632,217.289473684211
1,33,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,184.157894736842,137.473684210526,126.184210526316
1,34,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,239.052631578947,167.947368421053,167.947368421053
1,35,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,265.763157894737,193.789473684211,172.5
1,36,past.,5,3.80023578932735,0.000229,0.000229,-8.381788554410035,5.36,True,215.973684210526,150.473684210526,142.973684210526
1,37,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,False,399.342105263158,259.236842105263,231.763157894737
1,38,presided,8,1.20411998265592,2.57e-06,2.57e-06,-12.871604659057146,3.41,False,545.815789473684,315.368421052632,214.815789473684
1,39,over,4,4.82923299314807,0.0012,0.0012,-6.725433722188183,6.08,False,229.342105263158,167.947368421053,147.394736842105
1,40,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,104.0,88.9210526315789,69.0
1,41,beginning,9,3.50785587169583,0.0001,0.0001,-9.210340371976182,5.0,False,462.973684210526,302.421052631579,194.157894736842
1,42,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,141.815789473684,103.421052631579,98.5263157894737
1,43,ending,6,2.91009054559407,4.79e-05,4.79e-05,-9.946395053547404,4.68,False,522.921052631579,275.447368421053,216.447368421053
1,44,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,143.868421052632,111.526315789474,103.026315789474
1,45,"conflict,",9,2.64836001098093,4.37e-05,4.37e-05,-10.03816245586273,4.64,True,556.736842105263,342.815789473684,234.5
1,46,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,117.526315789474,95.6052631578947,93.5789473684211
1,47,hence,5,2.39445168082622,2.4e-05,2.4e-05,-10.637456727616328,4.38,False,409.684210526316,284.815789473684,238.5
1,48,war,3,3.95002390652333,0.000288,0.000288,-8.152550077828328,5.46,False,222.736842105263,183.684210526316,177.578947368421
1,49,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,154.447368421053,125.710526315789,121.789473684211
1,50,peace.,6,3.55035067230162,0.000105,0.000105,-9.161550207806751,5.02,True,214.473684210526,167.605263157895,153.578947368421
1,51,The,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,140.078947368421,103.131578947368,103.131578947368
1,52,doors,5,3.24452451157008,3.47e-05,3.47e-05,-10.26877087101146,4.54,False,409.105263157895,294.868421052632,231.394736842105
1,53,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,128.026315789474,121.394736842105,116.947368421053
1,54,his,3,5.03488903532673,0.00324,0.00324,-5.732181949177899,6.51,False,269.157894736842,211.5,193.736842105263
1,55,temple,6,2.95230800966213,2.82e-05,2.82e-05,-10.476188580020207,4.45,False,263.052631578947,186.368421052632,183.026315789474
1,56,were,4,4.92842145848778,0.00219,0.00219,-6.123853735153728,6.34,False,264.736842105263,169.157894736842,154.105263157895
1,57,open,4,4.21330520616279,0.000302,0.000302,-8.105083540589405,5.48,False,434.921052631579,235.763157894737,208.315789473684
1,58,in,2,5.69761724386273,0.0186,0.0186,-3.9845936982629815,7.27,False,225.921052631579,185.289473684211,185.289473684211
1,59,times,5,4.05007026436744,0.000363,0.000363,-7.921107723699423,5.56,False,358.973684210526,233.289473684211,217.578947368421
1,60,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,134.078947368421,134.078947368421,123.894736842105
1,61,war,3,3.95002390652333,0.000288,0.000288,-8.152550077828328,5.46,False,101.605263157895,95.9210526315789,95.9210526315789
1,62,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,85.7894736842105,81.0,77.4473684210526
1,63,closed,6,3.44075170047919,7.94e-05,7.94e-05,-9.441012189711184,4.9,False,289.894736842105,254.210526315789,219.184210526316
1,64,during,6,3.58804749698608,0.000525,0.000525,-7.55211229537265,5.72,False,337.578947368421,193.657894736842,150.026315789474
1,65,peacetime.,10,1.36172783601759,1e-06,1e-06,-13.815510557964274,3.0,True,553.921052631579,372.052631578947,203.736842105263
1,66,As,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,192.578947368421,148.263157894737,144.131578947368
1,67,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,387.368421052632,269.473684210526,229.0
1,68,god,3,4.66334279099049,0.000372,0.000372,-7.8966167036911274,5.57,False,210.763157894737,145.131578947368,136.052631578947
1,69,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,207.5,156.368421052632,147.315789473684
1,70,"gates,",6,2.83569057149243,2e-05,2e-05,-10.819778284410283,4.3,True,319.736842105263,214.263157894737,191.947368421053
1,71,he,2,5.59050523199268,0.0049,0.0049,-5.318520073865556,6.69,False,78.5,57.1578947368421,47.8947368421053
1,72,was,3,5.45998320887664,0.00661,0.00661,-5.019171625118542,6.82,False,231.236842105263,186.184210526316,178.052631578947
1,73,also,4,4.02238712568644,0.00155,0.00155,-6.469500348050982,6.19,False,247.421052631579,156.710526315789,156.710526315789
1,74,associated,10,2.30319605742049,7.76e-05,7.76e-05,-9.463943130775101,4.89,False,433.684210526316,296.105263157895,265.0
1,75,with,4,5.41071988585366,0.00708,0.00708,-4.950481371276509,6.85,False,194.052631578947,151.552631578947,144.0
1,76,entering,8,2.7701152947871,2.63e-05,2.63e-05,-10.545941618780555,4.42,False,432.236842105263,283.184210526316,234.078947368421
1,77,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,115.447368421053,81.1578947368421,67.0263157894737
1,78,exiting,7,1.69019608002851,2.19e-06,2.19e-06,-13.031609014135865,3.34,False,431.736842105263,309.157894736842,217.078947368421
1,79,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,165.157894736842,134.473684210526,92.3421052631579
1,80,doors,5,3.24452451157008,3.47e-05,3.47e-05,-10.26877087101146,4.54,False,349.026315789474,271.815789473684,254.421052631579
1,81,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,163.315789473684,105.605263157895,103.842105263158
1,82,homes.,6,2.85913829729453,4.9e-05,4.9e-05,-9.923690259853647,4.69,True,436.184210526316,199.815789473684,163.078947368421
1,83,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,False,473.5,253.657894736842,238.921052631579
1,84,frequently,10,2.22530928172586,3.63e-05,3.63e-05,-10.223692816693468,4.56,False,458.894736842105,281.921052631579,212.052631578947
1,85,symbolized,10,0.778151250383644,7.08e-07,7.08e-07,-14.160821743252692,2.85,False,461.210526315789,283.315789473684,236.789473684211
1,86,change,6,4.08845504504417,0.000347,0.000347,-7.966185778017415,5.54,False,442.736842105263,269.815789473684,231.578947368421
1,87,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,85.6842105263158,68.3684210526316,68.3684210526316
1,88,"transitions,",12,1.04139268515823,3.89e-06,3.89e-06,-12.457101400333919,3.59,True,528.473684210526,367.342105263158,276.789473684211
1,89,such,4,4.17181418105115,0.000692,0.000692,-7.275924602346604,5.84,False,200.026315789474,179.684210526316,179.684210526316
1,90,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,147.210526315789,128.315789473684,116.552631578947
1,91,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,142.578947368421,109.973684210526,109.973684210526
1,92,progress,8,3.03542973818455,6.03e-05,6.03e-05,-9.716178454231134,4.78,False,408.842105263158,247.263157894737,206.947368421053
1,93,from,4,5.01700410695563,0.00427,0.00427,-5.456141451741604,6.63,False,240.0,173.236842105263,153.710526315789
1,94,one,3,5.19502742193737,0.00295,0.00295,-5.825950108630408,6.47,False,161.710526315789,126.473684210526,110.026315789474
1,95,condition,9,3.28712962071911,7.24e-05,7.24e-05,-9.533304258572603,4.86,False,326.631578947368,242.0,182.578947368421
1,96,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,38.1578947368421,38.1578947368421,38.1578947368421
1,97,"another,",8,4.41448867223695,0.00055,0.00055,-7.505592279737757,5.74,True,314.105263157895,260.526315789474,193.052631578947
1,98,from,4,5.01700410695563,0.00427,0.00427,-5.456141451741604,6.63,False,321.868421052632,191.342105263158,182.947368421053
1,99,one,3,5.19502742193737,0.00295,0.00295,-5.825950108630408,6.47,False,238.184210526316,156.236842105263,136.236842105263
1,100,vision,6,3.08600370561838,4.27e-05,4.27e-05,-10.061311637729695,4.63,False,333.842105263158,225.394736842105,195.105263157895
1,101,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,71.2631578947368,71.2631578947368,65.2105263157895
1,102,"another,",8,4.41448867223695,0.00055,0.00055,-7.505592279737757,5.74,True,311.078947368421,218.947368421053,206.605263157895
1,103,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,176.868421052632,134.973684210526,129.289473684211
1,104,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,173.815789473684,148.657894736842,145.947368421053
1,105,growth,6,2.51851393987789,0.000107,0.000107,-9.142681723502369,5.03,False,304.394736842105,196.894736842105,178.736842105263
1,106,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,54.5,54.5,54.5
1,107,young,5,4.09352674369967,0.000269,0.000269,-8.220799178362435,5.43,False,289.447368421053,239.921052631579,204.394736842105
1,108,people,6,4.75014568853813,0.00178,0.00178,-6.331141914678144,6.25,False,220.236842105263,168.131578947368,160.157894736842
1,109,into,4,4.63422528612007,0.00129,0.00129,-6.653113060608557,6.11,False,208.131578947368,164.236842105263,151.052631578947
1,110,adulthood.,10,1.57978359661681,3.98e-06,3.98e-06,-12.434228738667928,3.6,True,378.078947368421,274.736842105263,207.026315789474
1,111,"Hence,",6,2.39445168082622,2.4e-05,2.4e-05,-10.637456727616328,4.38,True,312.789473684211,236.921052631579,208.342105263158
1,112,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,False,355.0,221.842105263158,189.894736842105
1,113,was,3,5.45998320887664,0.00661,0.00661,-5.019171625118542,6.82,False,239.842105263158,137.263157894737,137.263157894737
1,114,worshipped,10,1.99563519459755,1.91e-06,1.91e-06,-13.168407315905736,3.28,False,320.421052631579,279.131578947368,217.578947368421
1,115,at,2,5.2150371190435,0.00501,0.00501,-5.296319363885364,6.7,False,68.1842105263158,56.4210526315789,50.2631578947368
1,116,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,270.210526315789,204.947368421053,175.026315789474
1,117,beginning,9,3.50785587169583,0.0001,0.0001,-9.210340371976182,5.0,False,266.263157894737,142.5,116.473684210526
1,118,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,106.078947368421,75.2105263157895,68.2105263157895
1,119,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,146.684210526316,124.394736842105,121.184210526316
1,120,harvest,7,2.29225607135648,1.07e-05,1.07e-05,-11.445266816496414,4.03,False,221.552631578947,194.868421052632,170.973684210526
1,121,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,55.0789473684211,49.0,45.3684210526316
1,122,planting,8,2.03742649794062,6.46e-06,6.46e-06,-11.949881240169764,3.81,False,353.526315789474,280.710526315789,220.710526315789
1,123,"times,",6,4.05007026436744,0.000363,0.000363,-7.921107723699423,5.56,True,198.210526315789,160.368421052632,149.710526315789
1,124,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,95.3421052631579,61.4473684210526,61.4473684210526
1,125,well,4,5.1833381862892,0.00107,0.00107,-6.840096630508322,6.03,False,252.184210526316,218.210526315789,210.815789473684
1,126,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,72.6052631578947,63.5789473684211,63.5789473684211
1,127,at,2,5.2150371190435,0.00501,0.00501,-5.296319363885364,6.7,False,166.263157894737,128.947368421053,118.0
1,128,"marriages,",10,2.30102999566398,7.94e-06,7.94e-06,-11.74359728270523,3.9,True,295.684210526316,235.947368421053,208.131578947368
1,129,"deaths,",7,2.59439255037543,3.39e-05,3.39e-05,-10.29209554357787,4.53,True,294.526315789474,272.289473684211,227.684210526316
1,130,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,72.6315789473684,48.3421052631579,48.3421052631579
1,131,other,5,4.57410074928645,0.00145,0.00145,-6.536191722549654,6.16,False,267.394736842105,208.552631578947,191.947368421053
1,132,beginnings.,11,1.81954393554187,4.37e-06,4.37e-06,-12.340747548856775,3.64,True,329.578947368421,242.394736842105,183.210526315789
1,133,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,False,207.631578947368,194.315789473684,182.631578947368
1,134,had,3,4.93182894744318,0.00214,0.00214,-6.1469494499483766,6.33,False,197.157894736842,146.657894736842,133.552631578947
1,135,no,2,5.48365860383744,0.00224,0.00224,-6.101279413115189,6.35,False,223.0,151.736842105263,123.078947368421
1,136,specialized,11,1.73239375982297,1.17e-05,1.17e-05,-11.355921716160564,4.07,False,508.368421052632,242.605263157895,181.789473684211
1,137,priest,6,3.12613140726198,2.14e-05,2.14e-05,-10.752119635936468,4.33,False,430.026315789474,246.289473684211,222.184210526316
1,138,assigned,8,2.79169064902012,2.45e-05,2.45e-05,-10.616837440413592,4.39,False,408.210526315789,299.947368421053,265.026315789474
1,139,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,70.3947368421053,64.2894736842105,62.6842105263158
1,140,"him,",4,5.24971431070596,0.00129,0.00129,-6.653113060608557,6.11,True,119.078947368421,116.052631578947,115.289473684211
1,141,but,3,5.35274577042982,0.00427,0.00427,-5.456141451741604,6.63,False,94.7894736842105,81.0789473684211,81.0789473684211
1,142,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,186.394736842105,175.815789473684,165.236842105263
1,143,high,4,3.99764845489621,0.000562,0.000562,-7.484008708070583,5.75,False,225.421052631579,159.815789473684,150.526315789474
1,144,priest,6,3.12613140726198,2.14e-05,2.14e-05,-10.752119635936468,4.33,False,294.026315789474,212.210526315789,181.947368421053
1,145,himself,7,3.85545858038604,0.000178,0.000178,-8.633727007672189,5.25,False,258.157894736842,208.394736842105,199.236842105263
1,146,carried,7,3.01157044359728,5.89e-05,5.89e-05,-9.739669467306733,4.77,False,288.631578947368,217.631578947368,202.631578947368
1,147,out,3,5.29475712806123,0.0024,0.0024,-6.032286541628237,6.38,False,104.578947368421,95.8421052631579,95.8421052631579
1,148,his,3,5.03488903532673,0.00324,0.00324,-5.732181949177899,6.51,False,209.026315789474,174.342105263158,150.236842105263
1,149,ceremonies.,11,1.99563519459755,5.37e-06,5.37e-06,-12.134682649443501,3.73,True,314.210526315789,231.868421052632,184.842105263158
1,150,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,False,190.184210526316,177.421052631579,164.289473684211
1,151,represented,11,2.33041377334919,3.39e-05,3.39e-05,-10.29209554357787,4.53,False,552.5,285.605263157895,163.842105263158
1,152,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,140.578947368421,130.394736842105,120.947368421053
1,153,middle,6,3.65801139665711,0.000151,0.000151,-8.79823072114935,5.18,False,272.315789473684,186.552631578947,166.131578947368
1,154,ground,6,3.56784945057311,0.000141,0.000141,-8.866750667586105,5.15,False,247.052631578947,209.763157894737,205.973684210526
1,155,between,7,3.95099733398881,0.000589,0.000589,-7.437084374312687,5.77,False,222.315789473684,197.605263157895,193.552631578947
1,156,barbarism,9,1.20411998265592,5.62e-07,5.62e-07,-14.39176398705272,2.75,False,513.289473684211,360.973684210526,236.157894736842
1,157,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,53.8947368421053,37.2631578947368,37.2631578947368
1,158,"civilization,",13,2.62940959910272,1.02e-05,1.02e-05,-11.493122837674049,4.01,True,495.394736842105,360.921052631579,262.973684210526
1,159,rural,5,1.77815125038364,3.89e-05,3.89e-05,-10.154516307339874,4.59,False,336.184210526316,304.394736842105,253.315789473684
1,160,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,63.0263157894737,58.2631578947368,53.5526315789474
1,161,urban,5,2.37657695705651,4.47e-05,4.47e-05,-10.015537056344751,4.65,False,274.052631578947,243.789473684211,207.973684210526
1,162,"space,",6,3.52762990087134,0.00017,0.00017,-8.679712120914012,5.23,True,214.947368421053,190.078947368421,174.315789473684
1,163,youth,5,2.93399316383124,5.62e-05,5.62e-05,-9.78659380106463,4.75,False,245.157894736842,204.289473684211,185.921052631579
1,164,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,55.6842105263158,55.6842105263158,55.6842105263158
1,165,adulthood.,10,1.57978359661681,3.98e-06,3.98e-06,-12.434228738667928,3.6,True,327.605263157895,295.526315789474,186.078947368421
1,166,The,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,97.6052631578947,85.6052631578947,85.6052631578947
1,167,ancient,7,3.04375512696868,4.79e-05,4.79e-05,-9.946395053547404,4.68,False,381.236842105263,268.078947368421,229.131578947368
1,168,Greeks,6,2.17026171539496,5.25e-06,5.25e-06,-12.157282481360742,3.72,False,226.0,155.684210526316,142.447368421053
1,169,had,3,4.93182894744318,0.00214,0.00214,-6.1469494499483766,6.33,False,121.921052631579,106.263157894737,100.631578947368
1,170,no,2,5.48365860383744,0.00224,0.00224,-6.101279413115189,6.35,False,157.342105263158,131.894736842105,129.210526315789
1,171,equivalent,10,2.13033376849501,3.16e-05,3.16e-05,-10.362353437371407,4.5,False,423.236842105263,218.263157894737,186.868421052632
1,172,to,2,6.06317229855216,0.0269,0.0269,-3.6156289923743437,7.43,False,106.578947368421,72.3947368421053,72.3947368421053
1,173,"Janus,",6,1.96378782734556,1.05e-06,1.05e-06,-13.766720393794841,3.02,True,289.815789473684,228.447368421053,189.447368421053
1,174,whom,4,3.25430633233129,7.08e-05,7.08e-05,-9.5556515572646,4.85,False,172.131578947368,130.657894736842,130.657894736842
1,175,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,236.421052631579,178.894736842105,167.947368421053
1,176,Romans,6,2.1846914308176,8.32e-06,8.32e-06,-11.696848303131157,3.92,False,311.736842105263,189.973684210526,182.921052631579
1,177,claimed,7,2.57170883180869,4.37e-05,4.37e-05,-10.03816245586273,4.64,False,344.342105263158,214.026315789474,199.236842105263
1,178,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,76.7368421052632,70.7105263157895,70.7105263157895
1,179,distinctively,13,0.301029995663981,5.75e-07,5.75e-07,-14.368895796149062,2.76,False,458.447368421053,300.263157894737,214.5
1,180,their,5,4.5239284682734,0.00214,0.00214,-6.1469494499483766,6.33,False,331.184210526316,241.815789473684,229.578947368421
1,181,own.,4,4.36958689073634,0.00055,0.00055,-7.505592279737757,5.74,True,83.2894736842105,55.7368421052632,52.2631578947368
2,0,The,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,207.871794871795,89.3589743589744,89.3589743589744
2,1,shaka,5,,4.27e-07,4.27e-07,-14.666481823717787,2.63,False,933.948717948718,404.923076923077,205.871794871795
2,2,"sign,",5,3.83238116024704,0.00012,0.00012,-9.028018815182229,5.08,True,482.179487179487,238.794871794872,186.025641025641
2,3,sometimes,9,3.9604707775343,0.000191,0.000191,-8.563237129917644,5.28,False,502.897435897436,234.410256410256,177.051282051282
2,4,known,5,3.79940947961513,0.000245,0.000245,-8.314252347419547,5.39,False,286.615384615385,188.74358974359,166.974358974359
2,5,as,2,5.05334355121762,0.00589,0.00589,-5.134499281318642,6.77,False,177.74358974359,104.461538461538,104.461538461538
2,6,"""hang",5,3.87714088978482,3.98e-05,3.98e-05,-10.131643645673883,4.6,False,561.333333333333,306.384615384615,243.897435897436
2,7,"loose"",",7,3.32878720035453,2.88e-05,2.88e-05,-10.455135170822373,4.46,True,474.871794871795,257.333333333333,190.0
2,8,is,2,5.662440491974,0.0117,0.0117,-4.448166437178426,7.07,False,184.794871794872,145.487179487179,139.974358974359
2,9,a,1,6.01752581716572,0.0229,0.0229,-3.776618368421943,7.36,False,180.538461538462,150.410256410256,136.641025641026
2,10,gesture,7,2.57978359661681,7.94e-06,7.94e-06,-11.74359728270523,3.9,False,361.820512820513,237.307692307692,186.282051282051
2,11,of,2,5.77117577156368,0.0251,0.0251,-3.684887432844399,7.4,False,99.6153846153846,75.5897435897436,75.5897435897436
2,12,friendly,8,3.12352498094273,4.37e-05,4.37e-05,-10.03816245586273,4.64,False,447.179487179487,266.666666666667,230.025641025641
2,13,intent,6,2.45788189673399,1.91e-05,1.91e-05,-10.86582222291169,4.28,False,408.820512820513,277.051282051282,233.435897435897
2,14,often,5,3.46627432178929,0.000257,0.000257,-8.266434473069054,5.41,False,268.51282051282,178.051282051282,163.051282051282
2,15,associated,10,2.30319605742049,7.76e-05,7.76e-05,-9.463943130775101,4.89,False,337.384615384615,192.538461538462,167.512820512821
2,16,with,4,5.41071988585366,0.00708,0.00708,-4.950481371276509,6.85,False,153.871794871795,121.307692307692,111.051282051282
2,17,Hawaii,6,2.78604121024255,1.62e-05,1.62e-05,-11.030499315725935,4.21,False,395.74358974359,297.025641025641,203.0
2,18,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,150.538461538462,119.769230769231,90.5897435897436
2,19,surf,4,2.51188336097887,7.24e-06,7.24e-06,-11.83588935156665,3.86,False,364.974358974359,299.205128205128,277.307692307692
2,20,culture.,8,2.85247999363686,0.000107,0.000107,-9.142681723502369,5.03,True,336.897435897436,177.794871794872,134.384615384615
2,21,The,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,110.333333333333,83.6923076923077,83.6923076923077
2,22,gesture,7,2.57978359661681,7.94e-06,7.94e-06,-11.74359728270523,3.9,False,535.641025641026,285.48717948718,230.435897435897
2,23,is,2,5.662440491974,0.0117,0.0117,-4.448166437178426,7.07,False,160.102564102564,138.179487179487,136.051282051282
2,24,made,4,4.45677583800721,0.000832,0.000832,-7.091678117143066,5.92,False,196.025641025641,148.128205128205,148.128205128205
2,25,by,2,4.83483381813589,0.00457,0.00457,-5.3882420740760235,6.66,False,129.205128205128,124.871794871795,124.871794871795
2,26,extending,9,1.74036268949424,1.1e-05,1.1e-05,-11.417615285165903,4.04,False,359.871794871795,236.769230769231,204.179487179487
2,27,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,117.128205128205,114.025641025641,97.4102564102564
2,28,thumb,5,2.78103693862113,1.02e-05,1.02e-05,-11.493122837674049,4.01,False,270.564102564103,188.0,169.871794871795
2,29,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,107.615384615385,93.5897435897436,88.3846153846154
2,30,smallest,8,2.22271647114758,1.02e-05,1.02e-05,-11.493122837674049,4.01,False,526.871794871795,283.358974358974,234.153846153846
2,31,finger,6,3.27207378750001,3.02e-05,3.02e-05,-10.40766863358345,4.48,False,251.717948717949,180.974358974359,171.820512820513
