StimulusID,ContextLength,Region,RegionLength,SubtlexLogFreq,Freq,WordFreq,WordFreqLog,WordFreqZipf,PunctOrClitic,TotalDuration,GazeDuration,FirstFixationDuration,SurprisalLeadingDynamic7,SurprisalLeadingDynamic8,SurprisalLeadingFixed,SurprisalLeadingWhole,SurprisalLeadingSpanning3,SurprisalLeadingSpanning4,SurprisalLeadingSpanning5,SurprisalLeadingSpanning6,SurprisalLeadingSpanning7,SurprisalLeadingSpanningWhole,SurprisalTrailingDynamic7,SurprisalTrailingDynamic8,SurprisalTrailingFixed,SurprisalTrailingWhole,SurprisalTrailingSpanning3,SurprisalTrailingSpanning4,SurprisalTrailingSpanning5,SurprisalTrailingSpanning6,SurprisalTrailingSpanning7,SurprisalTrailingSpanningWhole,SurprisalLeadingAndTrailingDynamic7,SurprisalLeadingAndTrailingDynamic8,SurprisalLeadingAndTrailingFixed,SurprisalLeadingAndTrailingWhole,SurprisalLeadingAndTrailingSpanning3,SurprisalLeadingAndTrailingSpanning4,SurprisalLeadingAndTrailingSpanning5,SurprisalLeadingAndTrailingSpanning6,SurprisalLeadingAndTrailingSpanning7,SurprisalLeadingAndTrailingSpanningWhole,SurprisalNoWhitespaceDynamic7,SurprisalNoWhitespaceDynamic8,SurprisalNoWhitespaceFixed,SurprisalNoWhitespaceWhole,SurprisalNoWhitespaceSpanning3,SurprisalNoWhitespaceSpanning4,SurprisalNoWhitespaceSpanning5,SurprisalNoWhitespaceSpanning6,SurprisalNoWhitespaceSpanning7,SurprisalNoWhitespaceSpanningWhole,RegionLengthPrev,RegionLengthPrevPrev,SubtlexLogFreqPrev,SubtlexLogFreqPrevPrev,WordFreqZipfPrev,WordFreqZipfPrevPrev,SurprisalLeadingPrev,SurprisalLeadingPrevPrev,SurprisalTrailingPrev,SurprisalTrailingPrevPrev,SurprisalLeadingAndTrailingPrev,SurprisalLeadingAndTrailingPrevPrev,SurprisalNoWhitespacePrev,SurprisalNoWhitespacePrevPrev
1,0,In,2,5.69761724386273,0.0186,0.0186,-3.9845936982629815,7.27,False,76.7894736842105,52.6315789473684,45.2368421052632,4.153925649497509,4.153925649497509,4.502609890619972,4.153925649497509,7.82541731318201,12.450163800825987,12.459973807276842,12.460276472183551,12.460276777188799,12.460301801576632,4.502609890619972,4.502609890619972,4.502609890619972,4.502609890619972,12.450163800825987,12.459973807276842,12.460276472183551,12.460276777188799,12.460301801576632,12.463211317972217,4.502609890619972,4.502609890619972,4.502609890619972,4.502609890619972,7.82541731318201,12.450163800825987,12.459973807276842,12.460276472183551,12.460276777188799,12.463211317972217,4.153925649497509,4.153925649497509,4.502609890619972,4.153925649497509,12.450163800825987,12.459973807276842,12.460276472183551,12.460276777188799,12.460301801576632,12.460301801576632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,ancient,7,3.04375512696868,4.79e-05,4.79e-05,-9.946395053547404,4.68,False,615.368421052632,322.394736842105,204.263157894737,8.306350822686042,8.30635112769129,3.6714916636845016,8.306376152079123,11.260513870853051,11.261735536604007,13.681562090082057,13.685523878259676,13.881925325108597,13.685523878259676,7.957666886568827,7.95769191095666,7.947553910206015,7.960601427352245,10.913051295481544,13.332877848959594,13.336839637137214,13.533241083986134,18.39213772864265,13.533241083986134,8.306350822686042,8.30635112769129,3.6714916636845016,8.309285668474708,11.260513870853051,11.261735536604007,13.681562090082057,13.685523878259676,13.881925325108597,13.881925325108597,7.957666886568827,7.95769191095666,7.947553910206015,7.95769191095666,10.913051295481544,13.332877848959594,13.336839637137214,13.533241083986134,18.39213772864265,13.336839637137214,2.0,0.0,5.69761724386273,0.0,7.27,0.0,4.153925649497509,0.0,4.502609890619972,0.0,4.502609890619972,0.0,4.153925649497509,0.0
1,2,Roman,5,2.72835378202123,3.16e-05,3.16e-05,-10.362353437371407,4.5,False,516.605263157895,258.131578947368,196.131578947368,2.9541377187739286,2.9553593845248844,2.9541377187739286,5.379147726180554,11.28914973896786,12.116422302673945,12.166141762179963,12.187470048988688,12.187648628614982,12.612224473291414,2.9524498681292997,5.372276421607349,2.9524498681292997,5.572639656633889,12.11351278627836,12.163232245784378,12.184560532593103,12.184739112219397,12.18521453189155,14.293481957653043,2.9541377187739286,2.9553593845248844,2.9541377187739286,5.575549173029474,11.28914973896786,12.116422302673945,12.166141762179963,12.187470048988688,12.187648628614982,14.296391474048628,5.372276421607349,5.376238209784969,2.9524498681292997,5.376238209784969,12.11351278627836,12.163232245784378,12.184560532593103,12.184739112219397,12.18521453189155,12.60931495689583,7.0,2.0,3.04375512696868,5.69761724386273,4.68,7.27,8.306376152079123,4.153925649497509,7.960601427352245,4.502609890619972,8.309285668474708,4.502609890619972,7.95769191095666,4.153925649497509
1,3,religion,8,2.85003325768977,5.5e-05,5.5e-05,-9.808177372731803,4.74,False,683.684210526316,298.078947368421,225.973684210526,6.737274576493391,6.78699403599941,5.910002012787306,7.233076747110861,11.20812253050196,11.27864066368996,11.281635889935814,13.29718285414965,13.633950496032785,11.27864066368996,6.590592589150489,6.611920875959214,6.540873129644471,8.720842301019154,11.082239216841039,11.085234443086893,13.10078140730073,13.437549049183865,13.454865352089588,11.085234443086893,6.737274576493391,6.78699403599941,5.910002012787306,8.917243747868074,11.20812253050196,11.27864066368996,11.281635889935814,13.29718285414965,13.633950496032785,11.281635889935814,6.611920875959214,6.612099455585508,6.540873129644471,7.03667530026194,11.082239216841039,11.085234443086893,13.10078140730073,13.437549049183865,13.454865352089588,11.082239216841039,5.0,7.0,2.72835378202123,3.04375512696868,4.5,4.68,5.379147726180554,8.306376152079123,5.572639656633889,7.960601427352245,5.575549173029474,8.309285668474708,5.376238209784969,7.95769191095666
1,4,and,3,5.8342814273373,0.0257,0.0257,-3.661264287080963,7.41,False,172.552631578947,129.868421052632,122.105263157895,3.9750457833910993,4.045563916579098,3.9750457833910993,4.045563916579098,6.400873748921924,6.418190051827647,6.4181923401873995,8.432771636478552,8.434624942075192,8.432771636478552,2.361396915821885,2.3643921420677394,2.361396915821885,2.3643921420677394,4.734023051070434,4.734025339430186,6.748604635721339,6.750457941317979,11.464123965135197,6.750457941317979,3.5172977961527643,3.9750457833910993,3.9750457833910993,4.048559142824953,6.400873748921924,6.418190051827647,6.4181923401873995,8.432771636478552,8.434624942075192,8.434624942075192,2.361396915821885,2.361396915821885,2.361396915821885,2.361396915821885,4.734023051070434,4.734025339430186,6.748604635721339,6.750457941317979,11.464123965135197,6.748604635721339,8.0,5.0,2.85003325768977,2.72835378202123,4.74,4.5,7.233076747110861,5.379147726180554,8.720842301019154,5.572639656633889,8.917243747868074,5.575549173029474,7.03667530026194,5.376238209784969
1,5,"myth,",5,2.54777470538782,1.2e-05,1.2e-05,-11.330603908176274,4.08,True,496.263157894737,279.131578947368,258.210526315789,2.372628423608301,4.387207719899454,2.355309832342826,4.387207719899454,12.148217622114874,13.778025312343676,14.08844444466651,14.149015982057701,14.290362885268795,14.149015982057701,4.3842124936535996,4.38606579925024,2.3696309090026944,4.38606579925024,13.775030086097821,14.085449218420656,14.146020755811847,14.28736765902294,16.639315801370998,14.28736765902294,2.372628423608301,4.387207719899454,2.355309832342826,4.389061025496094,12.148217622114874,13.778025312343676,14.08844444466651,14.149015982057701,14.290362885268795,14.290362885268795,4.3842124936535996,4.3842124936535996,2.3696309090026944,4.3842124936535996,13.775030086097821,14.085449218420656,14.146020755811847,14.28736765902294,16.639315801370998,14.146020755811847,3.0,8.0,5.8342814273373,2.85003325768977,7.41,4.74,4.045563916579098,7.233076747110861,2.3643921420677394,8.720842301019154,4.048559142824953,8.917243747868074,2.361396915821885,7.03667530026194
1,6,Janus,5,1.96378782734556,1.05e-06,1.05e-06,-13.76672039379484,3.02,False,580.684210526316,310.473684210526,241.473684210526,9.390817592444222,9.701236724767057,7.76100990221542,9.761808262158247,12.36092269746954,12.364064281052734,13.52487234146357,13.543011434224994,13.562925911351577,12.36092269746954,9.699383419170417,9.759954956561607,9.388964286847582,9.901301859772701,12.362210975456094,13.52301903586693,13.541158128628354,13.561072605754937,13.56371211317088,12.362210975456094,9.390817592444222,9.701236724767057,7.76100990221542,9.903155165369341,12.36092269746954,12.364064281052734,13.52487234146357,13.543011434224994,13.562925911351577,12.364064281052734,9.759954956561607,9.759954956561607,9.388964286847582,9.759954956561607,12.362210975456094,13.52301903586693,13.541158128628354,13.561072605754937,13.56371211317088,12.3590693918729,5.0,3.0,2.54777470538782,5.8342814273373,4.08,7.41,4.387207719899454,4.045563916579098,4.38606579925024,2.3643921420677394,4.389061025496094,4.048559142824953,4.3842124936535996,2.361396915821885
1,7,is,2,5.662440491974,0.0117,0.0117,-4.448166437178426,7.07,False,200.552631578947,142.526315789474,142.526315789474,2.599114435311293,2.599114435311293,2.599114435311293,2.599114435311293,3.7812031720667463,3.80111764919333,3.8037571566092723,4.923591931020603,4.991442490396224,3.80111764919333,2.4609091156833927,2.4609091156833927,2.4609091156833927,2.4609091156833927,3.659770745982236,3.6624102533981784,4.782245027809509,4.85009558718513,4.856677080132819,3.6624102533981784,2.6022560188944865,2.6022560188944865,2.599114435311293,2.6022560188944865,3.7812031720667463,3.80111764919333,3.8037571566092723,4.923591931020603,4.991442490396224,3.8037571566092723,2.457767532100199,2.457767532100199,2.4609091156833927,2.457767532100199,3.659770745982236,3.6624102533981784,4.782245027809509,4.85009558718513,4.856677080132819,3.659770745982236,5.0,5.0,1.96378782734556,2.54777470538782,3.02,4.08,9.761808262158247,4.387207719899454,9.901301859772701,4.38606579925024,9.903155165369341,4.389061025496094,9.759954956561607,4.3842124936535996
1,8,the,3,6.1766436197553,0.0537,0.0537,-2.9243422774673182,7.73,False,251.763157894737,147.684210526316,135.421052631579,1.202003213882037,1.202003213882037,1.1820887367554533,1.202003213882037,2.3923280550849313,2.39890954803262,2.8224811793081983,3.022866194169424,3.0310227774046368,2.39890954803262,1.2015011377147857,1.2015011377147857,1.1988616302988433,1.2015011377147857,2.3957679644494263,2.8193395957250047,3.0197246105862305,3.027881193821443,3.028491574029033,2.8193395957250047,1.2046427212979793,1.2046427212979793,1.1820887367554533,1.2046427212979793,2.3923280550849313,2.39890954803262,2.8224811793081983,3.022866194169424,3.0310227774046368,2.8224811793081983,1.1988616302988433,1.1988616302988433,1.1988616302988433,1.1988616302988433,2.3957679644494263,2.8193395957250047,3.0197246105862305,3.027881193821443,3.028491574029033,2.3957679644494263,2.0,5.0,5.662440491974,1.96378782734556,7.07,3.02,2.599114435311293,9.761808262158247,2.4609091156833927,9.901301859772701,2.6022560188944865,9.903155165369341,2.457767532100199,9.759954956561607
1,9,god,3,4.66334279099049,0.000372,0.000372,-7.896616703691128,5.57,False,271.131578947368,158.394736842105,146.263157894737,1.196906334150583,1.196906334150583,1.1903248412028944,1.196906334150583,1.8290195635225999,1.8296299437301897,5.55509478976483,7.301689138309726,11.100298387612838,1.8290195635225999,1.617838458010219,1.617838458010219,1.1942668267346406,1.617838458010219,1.8269904363142473,5.5524552823488875,7.299049630893784,11.097658880196896,11.343459423317647,1.8269904363142473,1.6204779654261614,1.6204779654261614,1.1903248412028944,1.6204779654261614,1.8290195635225999,1.8296299437301897,5.55509478976483,7.301689138309726,11.100298387612838,1.8296299437301897,1.1942668267346406,1.1942668267346406,1.1942668267346406,1.1942668267346406,1.8269904363142473,5.5524552823488875,7.299049630893784,11.097658880196896,11.343459423317647,1.8263800561066574,3.0,2.0,6.1766436197553,5.662440491974,7.73,7.07,1.202003213882037,2.599114435311293,1.2015011377147857,2.4609091156833927,1.2046427212979793,2.6022560188944865,1.1988616302988433,2.457767532100199
